cycle,t_end_s,NH3_start,NH3_after_on,NH3_end,E_on_Jcm3,E_off_Jcm3,dNH3_on,dNH3_off,rel_state_max,rel_dNH3_cycle,rel_energy_cycle,stable_streak
    18,  1.80000E-03,  1.28968E+14,  1.32260E+14,  1.35813E+14,  1.27383E-12,  0.00000E+00,  3.29185E+12,  3.55303E+12,  1.29212E-01,  5.03992E-02,  0.00000E+00,     0
    19,  1.90000E-03,  1.35813E+14,  1.39033E+14,  1.42512E+14,  1.27383E-12,  0.00000E+00,  3.21964E+12,  3.47917E+12,  1.28554E-01,  4.70052E-02,  0.00000E+00,     0
    20,  2.00000E-03,  1.42512E+14,  1.45654E+14,  1.49071E+14,  1.27383E-12,  0.00000E+00,  3.14227E+12,  3.41659E+12,  1.27270E-01,  4.39983E-02,  0.00000E+00,     0
    21,  2.10000E-03,  1.49071E+14,  1.52128E+14,  1.55487E+14,  1.27383E-12,  0.00000E+00,  3.05727E+12,  3.35890E+12,  1.25856E-01,  4.12650E-02,  0.00000E+00,     0
    22,  2.20000E-03,  1.55487E+14,  1.58454E+14,  1.61637E+14,  1.27383E-12,  0.00000E+00,  2.96661E+12,  3.18322E+12,  1.04862E-01,  3.80472E-02,  0.00000E+00,     0
    23,  2.30000E-03,  1.61637E+14,  1.64566E+14,  1.67765E+14,  1.27383E-12,  0.00000E+00,  2.92892E+12,  3.19881E+12,  1.18271E-01,  3.65257E-02,  0.00000E+00,     0
    24,  2.40000E-03,  1.67765E+14,  1.70596E+14,  1.73707E+14,  1.27383E-12,  0.00000E+00,  2.83175E+12,  3.11029E+12,  1.10132E-01,  3.42074E-02,  0.00000E+00,     0
    25,  2.50000E-03,  1.73707E+14,  1.76461E+14,  1.79462E+14,  1.27383E-12,  0.00000E+00,  2.75434E+12,  3.00092E+12,  9.69083E-02,  3.20695E-02,  0.00000E+00,     0
    26,  2.60000E-03,  1.79462E+14,  1.82162E+14,  1.85102E+14,  1.27383E-12,  0.00000E+00,  2.70042E+12,  2.93949E+12,  9.76111E-02,  3.04692E-02,  0.00000E+00,     0
    27,  2.70000E-03,  1.85102E+14,  1.87738E+14,  1.90596E+14,  1.27383E-12,  0.00000E+00,  2.63635E+12,  2.85769E+12,  9.16710E-02,  2.88256E-02,  0.00000E+00,     0
    28,  2.80000E-03,  1.90596E+14,  1.93176E+14,  1.95981E+14,  1.27383E-12,  0.00000E+00,  2.58028E+12,  2.80475E+12,  9.53751E-02,  2.74773E-02,  0.00000E+00,     0
    29,  2.90000E-03,  1.95981E+14,  1.98496E+14,  2.01202E+14,  1.27383E-12,  0.00000E+00,  2.51486E+12,  2.70607E+12,  8.04116E-02,  2.59487E-02,  0.00000E+00,     0
    30,  3.00000E-03,  2.01202E+14,  2.03675E+14,  2.06337E+14,  1.27383E-12,  0.00000E+00,  2.47316E+12,  2.66239E+12,  9.04076E-02,  2.48891E-02,  0.00000E+00,     0
    31,  3.10000E-03,  2.06337E+14,  2.08750E+14,  2.11345E+14,  1.27383E-12,  0.00000E+00,  2.41293E+12,  2.59427E+12,  8.49729E-02,  2.36921E-02,  0.00000E+00,     0
    32,  3.20000E-03,  2.11345E+14,  2.13706E+14,  2.16244E+14,  1.27383E-12,  0.00000E+00,  2.36182E+12,  2.53731E+12,  8.54562E-02,  2.26556E-02,  0.00000E+00,     0
    33,  3.30000E-03,  2.16244E+14,  2.18554E+14,  2.21021E+14,  1.27383E-12,  0.00000E+00,  2.31040E+12,  2.46708E+12,  7.66025E-02,  2.16155E-02,  0.00000E+00,     0
    34,  3.40000E-03,  2.21021E+14,  2.23291E+14,  2.25701E+14,  1.27383E-12,  0.00000E+00,  2.26937E+12,  2.41037E+12,  7.81142E-02,  2.07342E-02,  0.00000E+00,     0
    35,  3.50000E-03,  2.25701E+14,  2.27928E+14,  2.30268E+14,  1.27383E-12,  0.00000E+00,  2.22681E+12,  2.34000E+12,  6.80920E-02,  1.98326E-02,  0.00000E+00,     0
    36,  3.60000E-03,  2.30268E+14,  2.32462E+14,  2.34745E+14,  1.27383E-12,  0.00000E+00,  2.19449E+12,  2.28232E+12,  6.97815E-02,  1.90710E-02,  0.00000E+00,     0
    37,  3.70000E-03,  2.34745E+14,  2.36905E+14,  2.39142E+14,  1.27383E-12,  0.00000E+00,  2.15999E+12,  2.23727E+12,  7.80220E-02,  1.83876E-02,  0.00000E+00,     0
    38,  3.80000E-03,  2.39142E+14,  2.41261E+14,  2.43452E+14,  1.27383E-12,  0.00000E+00,  2.11899E+12,  2.19083E+12,  7.88599E-02,  1.77030E-02,  0.00000E+00,     0
    39,  3.90000E-03,  2.43452E+14,  2.45530E+14,  2.47675E+14,  1.27383E-12,  0.00000E+00,  2.07890E+12,  2.14423E+12,  7.65807E-02,  1.70511E-02,  0.00000E+00,     0
    40,  4.00000E-03,  2.47675E+14,  2.49717E+14,  2.51805E+14,  1.27383E-12,  0.00000E+00,  2.04194E+12,  2.08869E+12,  6.48153E-02,  1.64041E-02,  0.00000E+00,     0
    41,  4.10000E-03,  2.51805E+14,  2.53819E+14,  2.55861E+14,  1.27383E-12,  0.00000E+00,  2.01408E+12,  2.04167E+12,  6.70881E-02,  1.58514E-02,  0.00000E+00,     0
    42,  4.20000E-03,  2.55861E+14,  2.57846E+14,  2.59848E+14,  1.27383E-12,  0.00000E+00,  1.98482E+12,  2.00216E+12,  7.43675E-02,  1.53435E-02,  0.00000E+00,     0
    43,  4.30000E-03,  2.59848E+14,  2.61800E+14,  2.63750E+14,  1.27383E-12,  0.00000E+00,  1.95164E+12,  1.95043E+12,  5.82282E-02,  1.47945E-02,  0.00000E+00,     0
    44,  4.40000E-03,  2.63750E+14,  2.65680E+14,  2.67591E+14,  1.27383E-12,  0.00000E+00,  1.92951E+12,  1.91183E+12,  6.92801E-02,  1.43553E-02,  0.00000E+00,     0
    45,  4.50000E-03,  2.67591E+14,  2.69492E+14,  2.71359E+14,  1.27383E-12,  0.00000E+00,  1.90071E+12,  1.86668E+12,  5.89402E-02,  1.38834E-02,  0.00000E+00,     0
    46,  4.60000E-03,  2.71359E+14,  2.73238E+14,  2.75059E+14,  1.27383E-12,  0.00000E+00,  1.87895E+12,  1.82090E+12,  5.29024E-02,  1.34511E-02,  0.00000E+00,     0
    47,  4.70000E-03,  2.75059E+14,  2.76918E+14,  2.78707E+14,  1.27383E-12,  0.00000E+00,  1.85933E+12,  1.78916E+12,  7.16109E-02,  1.30908E-02,  0.00000E+00,     0
    48,  4.80000E-03,  2.78707E+14,  2.80540E+14,  2.82293E+14,  1.27383E-12,  0.00000E+00,  1.83230E+12,  1.75382E+12,  6.68166E-02,  1.27035E-02,  0.00000E+00,     0
    49,  4.90000E-03,  2.82293E+14,  2.84102E+14,  2.85816E+14,  1.27383E-12,  0.00000E+00,  1.80835E+12,  1.71389E+12,  5.35002E-02,  1.23235E-02,  0.00000E+00,     0
    50,  5.00000E-03,  2.85816E+14,  2.87605E+14,  2.89283E+14,  1.27383E-12,  0.00000E+00,  1.78931E+12,  1.67860E+12,  5.62493E-02,  1.19879E-02,  0.00000E+00,     0
    51,  5.10000E-03,  2.89283E+14,  2.91053E+14,  2.92699E+14,  1.27383E-12,  0.00000E+00,  1.76990E+12,  1.64522E+12,  5.82956E-02,  1.16677E-02,  0.00000E+00,     0
    52,  5.20000E-03,  2.92699E+14,  2.94449E+14,  2.96061E+14,  1.27383E-12,  0.00000E+00,  1.75028E+12,  1.61180E+12,  5.50854E-02,  1.13561E-02,  0.00000E+00,     0
    53,  5.30000E-03,  2.96061E+14,  2.97793E+14,  2.99375E+14,  1.27383E-12,  0.00000E+00,  1.73202E+12,  1.58255E+12,  6.16337E-02,  1.10716E-02,  0.00000E+00,     0
    54,  5.40000E-03,  2.99375E+14,  3.01088E+14,  3.02643E+14,  1.27383E-12,  0.00000E+00,  1.71232E+12,  1.55511E+12,  6.42309E-02,  1.07963E-02,  0.00000E+00,     0
    55,  5.50000E-03,  3.02643E+14,  3.04335E+14,  3.05859E+14,  1.27383E-12,  0.00000E+00,  1.69268E+12,  1.52392E+12,  5.05534E-02,  1.05166E-02,  0.00000E+00,     0
    56,  5.60000E-03,  3.05859E+14,  3.07536E+14,  3.09033E+14,  1.27383E-12,  0.00000E+00,  1.67666E+12,  1.49686E+12,  5.73687E-02,  1.02692E-02,  0.00000E+00,     0
    57,  5.70000E-03,  3.09033E+14,  3.10692E+14,  3.12159E+14,  1.27383E-12,  0.00000E+00,  1.65893E+12,  1.46740E+12,  4.46448E-02,  1.00152E-02,  0.00000E+00,     0
    58,  5.80000E-03,  3.12159E+14,  3.13804E+14,  3.15244E+14,  1.27383E-12,  0.00000E+00,  1.64517E+12,  1.43931E+12,  4.70813E-02,  9.78444E-03,  0.00000E+00,     0
    59,  5.90000E-03,  3.15244E+14,  3.16874E+14,  3.18292E+14,  1.27383E-12,  0.00000E+00,  1.63053E+12,  1.41821E+12,  6.62398E-02,  9.57843E-03,  0.00000E+00,     0
    60,  6.00000E-03,  3.18292E+14,  3.19905E+14,  3.21299E+14,  1.27383E-12,  0.00000E+00,  1.61276E+12,  1.39353E+12,  5.20233E-02,  9.35670E-03,  0.00000E+00,     0
    61,  6.10000E-03,  3.21299E+14,  3.22897E+14,  3.24265E+14,  1.27383E-12,  0.00000E+00,  1.59786E+12,  1.36889E+12,  4.63551E-02,  9.14914E-03,  0.00000E+00,     0
    62,  6.20000E-03,  3.24265E+14,  3.25850E+14,  3.27196E+14,  1.27383E-12,  0.00000E+00,  1.58412E+12,  1.34633E+12,  4.98619E-02,  8.95627E-03,  0.00000E+00,     0
    63,  6.30000E-03,  3.27196E+14,  3.28766E+14,  3.30092E+14,  1.27383E-12,  0.00000E+00,  1.57010E+12,  1.32645E+12,  5.91017E-02,  8.77495E-03,  0.00000E+00,     0
    64,  6.40000E-03,  3.30092E+14,  3.31647E+14,  3.32952E+14,  1.27383E-12,  0.00000E+00,  1.55502E+12,  1.30467E+12,  4.67661E-02,  8.58892E-03,  0.00000E+00,     0
    65,  6.50000E-03,  3.32952E+14,  3.34494E+14,  3.35778E+14,  1.27383E-12,  0.00000E+00,  1.54192E+12,  1.28377E+12,  4.49469E-02,  8.41536E-03,  0.00000E+00,     0
    66,  6.60000E-03,  3.35778E+14,  3.37307E+14,  3.38567E+14,  1.27383E-12,  0.00000E+00,  1.52927E+12,  1.26017E+12,  2.83911E-02,  8.23896E-03,  0.00000E+00,     0
    67,  6.70000E-03,  3.38567E+14,  3.40086E+14,  3.41333E+14,  1.27383E-12,  0.00000E+00,  1.51868E+12,  1.24714E+12,  7.65506E-02,  8.10297E-03,  0.00000E+00,     0
    68,  6.80000E-03,  3.41333E+14,  3.42836E+14,  3.44066E+14,  1.27383E-12,  0.00000E+00,  1.50299E+12,  1.22970E+12,  5.44633E-02,  7.94235E-03,  0.00000E+00,     0
    69,  6.90000E-03,  3.44066E+14,  3.45556E+14,  3.46766E+14,  1.27383E-12,  0.00000E+00,  1.48993E+12,  1.20997E+12,  3.27651E-02,  7.78595E-03,  0.00000E+00,     0
    70,  7.00000E-03,  3.46766E+14,  3.48245E+14,  3.49440E+14,  1.27383E-12,  0.00000E+00,  1.47913E+12,  1.19496E+12,  5.84451E-02,  7.65252E-03,  0.00000E+00,     0
    71,  7.10000E-03,  3.49440E+14,  3.50906E+14,  3.52082E+14,  1.27383E-12,  0.00000E+00,  1.46647E+12,  1.17567E+12,  2.80694E-02,  7.50433E-03,  0.00000E+00,     0
    72,  7.20000E-03,  3.52082E+14,  3.53538E+14,  3.54697E+14,  1.27383E-12,  0.00000E+00,  1.45626E+12,  1.15904E+12,  3.71205E-02,  7.37331E-03,  0.00000E+00,     0
    73,  7.30000E-03,  3.54697E+14,  3.56143E+14,  3.57289E+14,  1.27383E-12,  0.00000E+00,  1.44556E+12,  1.14636E+12,  5.90765E-02,  7.25441E-03,  0.00000E+00,     0
    74,  7.40000E-03,  3.57289E+14,  3.58722E+14,  3.59851E+14,  1.27383E-12,  0.00000E+00,  1.43331E+12,  1.12908E+12,  2.79716E-02,  7.12069E-03,  0.00000E+00,     0
    75,  7.50000E-03,  3.59851E+14,  3.61275E+14,  3.62393E+14,  1.27383E-12,  0.00000E+00,  1.42358E+12,  1.11755E+12,  6.24642E-02,  7.01210E-03,  0.00000E+00,     0
    76,  7.60000E-03,  3.62393E+14,  3.63804E+14,  3.64903E+14,  1.27383E-12,  0.00000E+00,  1.41158E+12,  1.09878E+12,  1.68867E-02,  6.87951E-03,  0.00000E+00,     0
    77,  7.70000E-03,  3.64903E+14,  3.66307E+14,  3.67393E+14,  1.27383E-12,  0.00000E+00,  1.40359E+12,  1.08618E+12,  4.29004E-02,  6.77687E-03,  0.00000E+00,     0
    78,  7.80000E-03,  3.67393E+14,  3.68785E+14,  3.69863E+14,  1.27383E-12,  0.00000E+00,  1.39273E+12,  1.07774E+12,  7.10295E-02,  6.67940E-03,  0.00000E+00,     0
    79,  7.90000E-03,  3.69863E+14,  3.71244E+14,  3.72308E+14,  1.27383E-12,  0.00000E+00,  1.38123E+12,  1.06367E+12,  3.20418E-02,  6.56687E-03,  0.00000E+00,     0
    80,  8.00000E-03,  3.72308E+14,  3.73680E+14,  3.74733E+14,  1.27383E-12,  0.00000E+00,  1.37150E+12,  1.05306E+12,  4.68150E-02,  6.47012E-03,  0.00000E+00,     0
    81,  8.10000E-03,  3.74733E+14,  3.76094E+14,  3.77137E+14,  1.27383E-12,  0.00000E+00,  1.36172E+12,  1.04280E+12,  5.56204E-02,  6.37571E-03,  0.00000E+00,     0
    82,  8.20000E-03,  3.77137E+14,  3.78488E+14,  3.79519E+14,  1.27383E-12,  0.00000E+00,  1.35111E+12,  1.03046E+12,  2.44457E-02,  6.27524E-03,  0.00000E+00,     0
    83,  8.30000E-03,  3.79519E+14,  3.80861E+14,  3.81878E+14,  1.27383E-12,  0.00000E+00,  1.34275E+12,  1.01645E+12,  1.44542E-02,  6.17789E-03,  0.00000E+00,     0
    84,  8.40000E-03,  3.81878E+14,  3.83212E+14,  3.84222E+14,  1.27383E-12,  0.00000E+00,  1.33448E+12,  1.00996E+12,  6.75713E-02,  6.10180E-03,  0.00000E+00,     0
    85,  8.50000E-03,  3.84222E+14,  3.85547E+14,  3.86546E+14,  1.27383E-12,  0.00000E+00,  1.32430E+12,  9.99328E+11,  3.44381E-02,  6.01125E-03,  0.00000E+00,     0
    86,  8.60000E-03,  3.86546E+14,  3.87862E+14,  3.88852E+14,  1.27383E-12,  0.00000E+00,  1.31552E+12,  9.90770E+11,  4.62840E-02,  5.93102E-03,  0.00000E+00,     0
    87,  8.70000E-03,  3.88852E+14,  3.90159E+14,  3.91140E+14,  1.27383E-12,  0.00000E+00,  1.30638E+12,  9.81771E+11,  4.36886E-02,  5.84994E-03,  0.00000E+00,     0
    88,  8.80000E-03,  3.91140E+14,  3.92438E+14,  3.93410E+14,  1.27383E-12,  0.00000E+00,  1.29736E+12,  9.71818E+11,  2.34093E-02,  5.76798E-03,  0.00000E+00,     0
    89,  8.90000E-03,  3.93410E+14,  3.94699E+14,  3.95661E+14,  1.27383E-12,  0.00000E+00,  1.28953E+12,  9.61585E+11,  2.26695E-02,  5.68950E-03,  0.00000E+00,     0
    90,  9.00000E-03,  3.95661E+14,  3.96942E+14,  3.97896E+14,  1.27383E-12,  0.00000E+00,  1.28166E+12,  9.53723E+11,  3.99293E-02,  5.61802E-03,  0.00000E+00,     0
    91,  9.10000E-03,  3.97896E+14,  3.99169E+14,  4.00113E+14,  1.27383E-12,  0.00000E+00,  1.27330E+12,  9.43085E+11,  1.08983E-02,  5.53940E-03,  0.00000E+00,     0
    92,  9.20000E-03,  4.00113E+14,  4.01379E+14,  4.02319E+14,  1.27383E-12,  0.00000E+00,  1.26607E+12,  9.39919E+11,  8.58761E-02,  5.48320E-03,  0.00000E+00,     0
    93,  9.30000E-03,  4.02319E+14,  4.03575E+14,  4.04507E+14,  1.27383E-12,  0.00000E+00,  1.25631E+12,  9.32070E+11,  2.65075E-02,  5.41000E-03,  0.00000E+00,     0
    94,  9.40000E-03,  4.04507E+14,  4.05756E+14,  4.06679E+14,  1.27383E-12,  0.00000E+00,  1.24895E+12,  9.22704E+11,  1.52323E-02,  5.33997E-03,  0.00000E+00,     0
    95,  9.50000E-03,  4.06679E+14,  4.07920E+14,  4.08837E+14,  1.27383E-12,  0.00000E+00,  1.24167E+12,  9.16591E+11,  4.15668E-02,  5.27902E-03,  0.00000E+00,     0
    96,  9.60000E-03,  4.08837E+14,  4.10071E+14,  4.10981E+14,  1.27383E-12,  0.00000E+00,  1.23386E+12,  9.10751E+11,  4.14452E-02,  5.21828E-03,  0.00000E+00,     0
    97,  9.70000E-03,  4.10981E+14,  4.12208E+14,  4.13084E+14,  1.27383E-12,  0.00000E+00,  1.22616E+12,  8.76427E+11,  2.05774E-01,  5.08998E-03,  0.00000E+00,     0
    98,  9.80000E-03,  4.13084E+14,  4.14310E+14,  4.15206E+14,  1.27383E-12,  0.00000E+00,  1.22611E+12,  8.95378E+11,  2.41492E-01,  5.10950E-03,  0.00000E+00,     0
    99,  9.90000E-03,  4.15206E+14,  4.16418E+14,  4.17310E+14,  1.27383E-12,  0.00000E+00,  1.21264E+12,  8.91540E+11,  5.72607E-02,  5.04225E-03,  0.00000E+00,     0
   100,  1.00000E-02,  4.17310E+14,  4.18514E+14,  4.19398E+14,  1.27383E-12,  0.00000E+00,  1.20464E+12,  8.83506E+11,  1.09421E-02,  4.97892E-03,  0.00000E+00,     0
   101,  1.01000E-02,  4.19398E+14,  4.20596E+14,  4.21474E+14,  1.27383E-12,  0.00000E+00,  1.19833E+12,  8.77911E+11,  3.24464E-02,  4.92613E-03,  0.00000E+00,     0
   102,  1.02000E-02,  4.21474E+14,  4.22665E+14,  4.23539E+14,  1.27383E-12,  0.00000E+00,  1.19137E+12,  8.73259E+11,  4.13508E-02,  4.87472E-03,  0.00000E+00,     0
   103,  1.03000E-02,  4.23539E+14,  4.24723E+14,  4.25589E+14,  1.27383E-12,  0.00000E+00,  1.18434E+12,  8.65919E+11,  9.61774E-03,  4.81745E-03,  0.00000E+00,     0
   104,  1.04000E-02,  4.25589E+14,  4.26767E+14,  4.27630E+14,  1.27383E-12,  0.00000E+00,  1.17808E+12,  8.63043E+11,  5.07571E-02,  4.77309E-03,  0.00000E+00,     0
   105,  1.05000E-02,  4.27630E+14,  4.28801E+14,  4.29659E+14,  1.27383E-12,  0.00000E+00,  1.17105E+12,  8.58364E+11,  3.25053E-02,  4.72331E-03,  0.00000E+00,     0
   106,  1.06000E-02,  4.29659E+14,  4.30824E+14,  4.31678E+14,  1.27383E-12,  0.00000E+00,  1.16448E+12,  8.53677E+11,  3.26359E-02,  4.67515E-03,  0.00000E+00,     0
   107,  1.07000E-02,  4.31678E+14,  4.32836E+14,  4.33684E+14,  1.27383E-12,  0.00000E+00,  1.15800E+12,  8.48193E+11,  1.84051E-02,  4.62593E-03,  0.00000E+00,     0
   108,  1.08000E-02,  4.33684E+14,  4.34836E+14,  4.35680E+14,  1.27383E-12,  0.00000E+00,  1.15187E+12,  8.44614E+11,  4.18002E-02,  4.58245E-03,  0.00000E+00,     0
   109,  1.09000E-02,  4.35680E+14,  4.36826E+14,  4.37659E+14,  1.27383E-12,  0.00000E+00,  1.14543E+12,  8.33242E+11,  4.43158E-02,  4.52103E-03,  0.00000E+00,     0
   110,  1.10000E-02,  4.37659E+14,  4.38799E+14,  4.39635E+14,  1.27383E-12,  0.00000E+00,  1.14050E+12,  8.35169E+11,  8.97702E-02,  4.49389E-03,  0.00000E+00,     0
   111,  1.11000E-02,  4.39635E+14,  4.40768E+14,  4.41600E+14,  1.27383E-12,  0.00000E+00,  1.13346E+12,  8.31724E+11,  3.31444E-02,  4.45014E-03,  0.00000E+00,     0
   112,  1.12000E-02,  4.41600E+14,  4.42727E+14,  4.43553E+14,  1.27383E-12,  0.00000E+00,  1.12742E+12,  8.25684E+11,  8.83751E-03,  4.40332E-03,  0.00000E+00,     0
   113,  1.13000E-02,  4.43553E+14,  4.44675E+14,  4.45498E+14,  1.27383E-12,  0.00000E+00,  1.12190E+12,  8.23087E+11,  4.13511E-02,  4.36587E-03,  0.00000E+00,     0
   114,  1.14000E-02,  4.45498E+14,  4.46614E+14,  4.47435E+14,  1.27383E-12,  0.00000E+00,  1.11592E+12,  8.20725E+11,  3.87630E-02,  4.32834E-03,  0.00000E+00,     0
   115,  1.15000E-02,  4.47435E+14,  4.48545E+14,  4.49361E+14,  1.27383E-12,  0.00000E+00,  1.11006E+12,  8.16224E+11,  2.80485E-02,  4.28672E-03,  0.00000E+00,     0
   116,  1.16000E-02,  4.49361E+14,  4.50465E+14,  4.51278E+14,  1.27383E-12,  0.00000E+00,  1.10444E+12,  8.12893E+11,  1.36832E-02,  4.24867E-03,  0.00000E+00,     0
   117,  1.17000E-02,  4.51278E+14,  4.52377E+14,  4.53187E+14,  1.27383E-12,  0.00000E+00,  1.09908E+12,  8.10102E+11,  3.28789E-02,  4.21280E-03,  0.00000E+00,     0
   118,  1.18000E-02,  4.53187E+14,  4.54281E+14,  4.55088E+14,  1.27383E-12,  0.00000E+00,  1.09357E+12,  8.07248E+11,  3.10426E-02,  4.17681E-03,  0.00000E+00,     0
   119,  1.19000E-02,  4.55088E+14,  4.56176E+14,  4.56979E+14,  1.27383E-12,  0.00000E+00,  1.08813E+12,  8.03001E+11,  1.15582E-02,  4.13832E-03,  0.00000E+00,     0
   120,  1.20000E-02,  4.56979E+14,  4.58062E+14,  4.58864E+14,  1.27383E-12,  0.00000E+00,  1.08300E+12,  8.01472E+11,  4.49430E-02,  4.10683E-03,  0.00000E+00,     0
   121,  1.21000E-02,  4.58864E+14,  4.59941E+14,  4.60738E+14,  1.27383E-12,  0.00000E+00,  1.07756E+12,  7.97053E+11,  8.17326E-03,  4.06872E-03,  0.00000E+00,     0
   122,  1.22000E-02,  4.60738E+14,  4.61811E+14,  4.62606E+14,  1.27383E-12,  0.00000E+00,  1.07252E+12,  7.95404E+11,  3.75143E-02,  4.03782E-03,  0.00000E+00,     0
   123,  1.23000E-02,  4.62606E+14,  4.63674E+14,  4.64465E+14,  1.27383E-12,  0.00000E+00,  1.06745E+12,  7.91545E+11,  2.39816E-02,  4.00244E-03,  0.00000E+00,     0
   124,  1.24000E-02,  4.64465E+14,  4.65528E+14,  4.66317E+14,  1.27383E-12,  0.00000E+00,  1.06247E+12,  7.89594E+11,  1.86703E-02,  3.97168E-03,  0.00000E+00,     0
   125,  1.25000E-02,  4.66317E+14,  4.67375E+14,  4.68163E+14,  1.27383E-12,  0.00000E+00,  1.05761E+12,  7.87803E+11,  3.35690E-02,  3.94182E-03,  0.00000E+00,     0
   126,  1.26000E-02,  4.68163E+14,  4.69215E+14,  4.70000E+14,  1.27383E-12,  0.00000E+00,  1.05266E+12,  7.84832E+11,  1.89197E-02,  3.90955E-03,  0.00000E+00,     0
   127,  1.27000E-02,  4.70000E+14,  4.71048E+14,  4.71823E+14,  1.27383E-12,  0.00000E+00,  1.04791E+12,  7.75233E+11,  7.47005E-02,  3.86405E-03,  0.00000E+00,     0
   128,  1.28000E-02,  4.71823E+14,  4.72868E+14,  4.73648E+14,  1.27383E-12,  0.00000E+00,  1.04416E+12,  7.80828E+11,  1.25282E-01,  3.85305E-03,  0.00000E+00,     0
   129,  1.29000E-02,  4.73648E+14,  4.74687E+14,  4.75464E+14,  1.27383E-12,  0.00000E+00,  1.03852E+12,  7.76670E+11,  1.02184E-02,  3.81773E-03,  0.00000E+00,     0
   130,  1.30000E-02,  4.75464E+14,  4.76498E+14,  4.77271E+14,  1.27383E-12,  0.00000E+00,  1.03421E+12,  7.72690E+11,  7.60148E-03,  3.78591E-03,  0.00000E+00,     0
   131,  1.31000E-02,  4.77271E+14,  4.78300E+14,  4.79075E+14,  1.27383E-12,  0.00000E+00,  1.02985E+12,  7.74917E+11,  8.29427E-02,  3.76719E-03,  0.00000E+00,     0
